tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,churn
10,44.13,441.3,month_to_month,bank_transfer,6,1
42,28.24,1186.08,month_to_month,bank_transfer,1,0
65,69.66,4527.9,month_to_month,credit_card,1,0
7,108.78,761.46,month_to_month,electronic_check,0,1
64,83.02,5313.28,month_to_month,bank_transfer,1,0
30,72.1,2163.0,one_year,electronic_check,0,1
39,62.86,2451.54,month_to_month,credit_card,0,0
12,66.44,797.28,month_to_month,credit_card,1,0
45,40.93,1841.85,one_year,electronic_check,0,0
14,102.29,1432.06,month_to_month,electronic_check,1,1
20,39.84,796.8,month_to_month,credit_card,0,1
52,91.66,4766.32,month_to_month,credit_card,0,0
4,96.0,384.0,month_to_month,electronic_check,2,1
33,77.49,2557.17,month_to_month,credit_card,1,1
43,106.29,4570.47,month_to_month,credit_card,1,1
10,49.11,491.1,month_to_month,bank_transfer,3,1
22,108.16,2379.52,two_year,credit_card,3,1
25,92.94,2323.5,two_year,credit_card,4,1
48,99.87,4793.76,month_to_month,credit_card,3,1
71,86.46,6138.66,month_to_month,electronic_check,1,0
61,104.63,6382.43,month_to_month,credit_card,2,0
14,119.31,1670.34,two_year,bank_transfer,2,1
2,62.02,124.04,two_year,electronic_check,0,1
4,101.39,405.56,month_to_month,bank_transfer,1,1
43,94.46,4061.78,month_to_month,bank_transfer,0,0
12,65.29,783.48,month_to_month,bank_transfer,3,1
17,112.69,1915.73,two_year,credit_card,0,0
62,59.44,3685.28,two_year,bank_transfer,0,0
63,76.55,4822.65,month_to_month,electronic_check,0,0
61,30.59,1865.99,one_year,electronic_check,0,0
19,42.58,809.02,month_to_month,bank_transfer,1,0
45,104.07,4683.15,one_year,credit_card,1,0
44,59.66,2625.04,two_year,electronic_check,0,0
14,59.41,831.74,month_to_month,credit_card,0,1
40,44.6,1784.0,month_to_month,electronic_check,3,0
38,69.16,2628.08,one_year,credit_card,2,0
29,100.58,2916.82,month_to_month,electronic_check,0,1
55,109.52,6023.6,two_year,electronic_check,0,0
49,27.01,1323.49,month_to_month,bank_transfer,0,0
39,77.48,3021.72,two_year,credit_card,2,0
53,66.73,3536.69,month_to_month,electronic_check,2,0
55,81.43,4478.65,month_to_month,credit_card,0,0
41,64.73,2653.93,month_to_month,credit_card,1,0
20,59.86,1197.2,month_to_month,bank_transfer,1,0
55,67.19,3695.45,month_to_month,bank_transfer,3,0
52,78.2,4066.4,one_year,bank_transfer,1,0
71,70.1,4977.1,month_to_month,credit_card,3,0
11,67.21,739.31,month_to_month,bank_transfer,2,1
31,101.78,3155.18,month_to_month,electronic_check,1,1
67,94.56,6335.52,month_to_month,credit_card,3,0
38,54.14,2057.32,two_year,bank_transfer,1,0
68,100.06,6804.08,two_year,bank_transfer,1,0
1,105.37,105.37,month_to_month,electronic_check,2,1
3,35.35,106.05,one_year,bank_transfer,0,0
58,78.27,4539.66,one_year,electronic_check,1,0
26,48.53,1261.78,two_year,credit_card,1,1
38,93.92,3568.96,month_to_month,credit_card,1,0
31,43.88,1360.28,month_to_month,electronic_check,3,1
30,87.14,2614.2,month_to_month,electronic_check,0,1
68,45.51,3094.68,two_year,bank_transfer,0,0
7,71.11,497.77,one_year,bank_transfer,2,0
56,114.86,6432.16,month_to_month,bank_transfer,0,0
65,58.13,3778.45,month_to_month,credit_card,1,0
48,107.57,5163.36,one_year,electronic_check,1,0
29,118.69,3442.01,two_year,electronic_check,0,0
12,107.49,1289.88,month_to_month,bank_transfer,1,1
50,36.59,1829.5,one_year,credit_card,0,0
34,101.97,3466.98,month_to_month,credit_card,1,1
11,23.21,255.31,month_to_month,credit_card,0,1
26,59.33,1542.58,one_year,electronic_check,2,0
70,107.07,7494.9,one_year,bank_transfer,3,0
20,88.88,1777.6,two_year,credit_card,1,0
13,73.27,952.51,month_to_month,bank_transfer,2,0
50,58.79,2939.5,month_to_month,electronic_check,3,1
15,101.23,1518.45,month_to_month,credit_card,3,1
67,90.96,6094.32,month_to_month,bank_transfer,5,0
62,66.84,4144.08,month_to_month,bank_transfer,1,0
71,109.25,7756.75,month_to_month,credit_card,1,0
66,42.99,2837.34,month_to_month,bank_transfer,2,0
18,37.04,666.72,month_to_month,bank_transfer,0,0
16,84.28,1348.48,month_to_month,credit_card,0,1
25,117.2,2930.0,one_year,credit_card,1,1
34,44.73,1520.82,month_to_month,electronic_check,1,1
64,44.97,2878.08,one_year,credit_card,1,0
53,33.95,1799.35,two_year,bank_transfer,2,0
47,106.06,4984.82,one_year,bank_transfer,2,0
64,42.64,2728.96,month_to_month,electronic_check,4,0
47,70.32,3305.04,month_to_month,electronic_check,1,0
28,119.09,3334.52,one_year,electronic_check,0,1
30,21.21,636.3,one_year,bank_transfer,1,0
38,75.65,2874.7,month_to_month,bank_transfer,1,0
7,71.23,498.61,month_to_month,credit_card,1,1
54,100.74,5439.96,one_year,credit_card,1,0
47,55.53,2609.91,month_to_month,bank_transfer,3,0
53,61.03,3234.59,one_year,credit_card,2,0
39,36.79,1434.81,month_to_month,bank_transfer,1,1
57,94.08,5362.56,month_to_month,credit_card,0,0
69,98.47,6794.43,two_year,credit_card,1,0
42,33.67,1414.14,month_to_month,credit_card,2,1
32,59.35,1899.2,one_year,electronic_check,0,1
8,109.29,874.32,month_to_month,bank_transfer,3,1
57,20.27,1155.39,month_to_month,electronic_check,2,0
66,49.88,3292.08,two_year,bank_transfer,3,0
51,75.5,3850.5,month_to_month,electronic_check,1,0
63,53.41,3364.83,month_to_month,electronic_check,1,0
63,47.2,2973.6,two_year,credit_card,0,0
58,66.0,3828.0,one_year,electronic_check,2,0
37,38.15,1411.55,one_year,credit_card,1,0
8,72.96,583.68,month_to_month,bank_transfer,0,1
1,90.67,90.67,month_to_month,electronic_check,2,1
15,77.53,1162.95,one_year,credit_card,1,0
32,29.31,937.92,month_to_month,bank_transfer,1,0
54,104.44,5639.76,month_to_month,credit_card,1,0
33,37.5,1237.5,one_year,credit_card,2,0
2,96.48,192.96,month_to_month,credit_card,4,1
16,56.06,896.96,month_to_month,credit_card,3,1
71,98.28,6977.88,month_to_month,credit_card,0,0
72,40.63,2925.36,month_to_month,bank_transfer,2,0
28,38.67,1082.76,one_year,bank_transfer,1,0
58,69.7,4042.6,two_year,bank_transfer,0,0
52,23.29,1211.08,month_to_month,bank_transfer,0,0
68,42.53,2892.04,month_to_month,credit_card,0,0
64,92.4,5913.6,one_year,credit_card,5,0
46,103.74,4772.04,month_to_month,electronic_check,3,1
29,28.08,814.32,month_to_month,electronic_check,1,1
46,108.21,4977.66,two_year,bank_transfer,0,0
23,99.75,2294.25,one_year,credit_card,2,0
26,106.97,2781.22,month_to_month,electronic_check,0,0
44,89.84,3952.96,two_year,electronic_check,1,0
42,87.42,3671.64,month_to_month,bank_transfer,0,0
42,72.51,3045.42,two_year,credit_card,3,0
28,85.28,2387.84,one_year,credit_card,1,0
30,111.91,3357.3,one_year,bank_transfer,2,0
1,30.05,30.05,two_year,electronic_check,1,1
44,51.58,2269.52,one_year,bank_transfer,0,0
42,27.25,1144.5,month_to_month,credit_card,1,0
68,114.48,7784.64,month_to_month,bank_transfer,1,0
37,64.53,2387.61,one_year,electronic_check,4,0
34,87.53,2976.02,one_year,bank_transfer,0,0
5,104.11,520.55,month_to_month,electronic_check,1,1
15,119.1,1786.5,one_year,credit_card,0,0
25,36.18,904.5,one_year,credit_card,0,0
28,99.95,2798.6,month_to_month,bank_transfer,1,0
27,108.74,2935.98,month_to_month,bank_transfer,1,1
29,24.89,721.81,month_to_month,electronic_check,1,1
56,95.41,5342.96,month_to_month,bank_transfer,3,0
10,55.47,554.7,month_to_month,credit_card,3,1
24,84.86,2036.64,month_to_month,credit_card,0,1
12,71.4,856.8,month_to_month,bank_transfer,0,1
23,45.97,1057.31,month_to_month,credit_card,0,0
50,33.52,1676.0,one_year,electronic_check,0,0
4,31.69,126.76,month_to_month,credit_card,0,1
25,30.33,758.25,two_year,credit_card,5,1
2,83.78,167.56,two_year,bank_transfer,1,1
69,55.14,3804.66,one_year,credit_card,3,0
53,41.66,2207.98,two_year,bank_transfer,1,0
18,89.19,1605.42,two_year,bank_transfer,0,0
15,88.68,1330.2,month_to_month,bank_transfer,0,1
8,73.92,591.36,one_year,electronic_check,0,1
35,113.5,3972.5,month_to_month,electronic_check,2,1
55,58.54,3219.7,one_year,electronic_check,2,0
43,103.59,4454.37,month_to_month,credit_card,2,0
64,27.51,1760.64,month_to_month,credit_card,2,0
25,93.98,2349.5,month_to_month,electronic_check,1,0
21,118.84,2495.64,two_year,bank_transfer,2,1
35,104.66,3663.1,month_to_month,bank_transfer,2,1
15,77.97,1169.55,month_to_month,bank_transfer,1,0
71,82.68,5870.28,month_to_month,electronic_check,2,0
14,55.33,774.62,month_to_month,credit_card,2,1
35,87.95,3078.25,two_year,bank_transfer,1,0
38,97.04,3687.52,one_year,credit_card,2,0
5,119.82,599.1,month_to_month,bank_transfer,3,1
34,69.25,2354.5,month_to_month,bank_transfer,0,0
33,26.13,862.29,month_to_month,bank_transfer,0,0
19,79.59,1512.21,month_to_month,credit_card,1,1
10,31.9,319.0,two_year,electronic_check,1,0
4,44.48,177.92,one_year,electronic_check,0,1
1,52.88,52.88,month_to_month,bank_transfer,3,1
35,93.1,3258.5,one_year,electronic_check,2,1
7,38.38,268.66,month_to_month,bank_transfer,2,1
70,36.58,2560.6,one_year,electronic_check,1,0
18,24.5,441.0,one_year,credit_card,0,0
47,107.32,5044.04,one_year,credit_card,2,0
49,89.35,4378.15,one_year,credit_card,2,0
36,23.99,863.64,two_year,credit_card,4,0
64,22.83,1461.12,month_to_month,bank_transfer,1,0
8,75.87,606.96,month_to_month,credit_card,0,1
17,48.25,820.25,month_to_month,bank_transfer,1,0
19,79.67,1513.73,one_year,credit_card,2,0
10,63.46,634.6,one_year,credit_card,4,0
22,112.33,2471.26,one_year,electronic_check,0,0
23,48.78,1121.94,one_year,bank_transfer,1,0
56,87.91,4922.96,month_to_month,electronic_check,2,0
22,25.41,559.02,one_year,bank_transfer,2,0
64,115.59,7397.76,one_year,credit_card,3,0
56,118.08,6612.48,month_to_month,bank_transfer,0,0
65,93.91,6104.15,month_to_month,bank_transfer,0,0
8,66.52,532.16,month_to_month,credit_card,1,1
71,42.0,2982.0,month_to_month,electronic_check,3,0
45,101.25,4556.25,one_year,bank_transfer,1,0
71,93.64,6648.44,two_year,electronic_check,1,0
26,42.2,1097.2,one_year,bank_transfer,1,0
69,65.12,4493.28,month_to_month,bank_transfer,2,0
43,66.28,2850.04,one_year,credit_card,0,0
6,102.64,615.84,one_year,electronic_check,2,1
30,88.38,2651.4,month_to_month,bank_transfer,0,0
10,84.32,843.2,two_year,credit_card,0,0
68,84.98,5778.64,month_to_month,credit_card,1,0
22,47.05,1035.1,month_to_month,bank_transfer,2,1
17,57.17,971.89,month_to_month,electronic_check,1,1
40,24.57,982.8,month_to_month,electronic_check,1,1
31,98.69,3059.39,two_year,electronic_check,2,0
7,63.3,443.1,month_to_month,electronic_check,2,1
59,63.82,3765.38,month_to_month,electronic_check,0,0
61,44.54,2716.94,month_to_month,credit_card,2,0
54,40.94,2210.76,month_to_month,bank_transfer,2,0
45,78.78,3545.1,month_to_month,credit_card,0,0
29,43.26,1254.54,month_to_month,credit_card,2,0
40,26.42,1056.8,one_year,bank_transfer,4,0
38,96.75,3676.5,month_to_month,credit_card,2,0
12,57.65,691.8,one_year,electronic_check,0,0
6,58.02,348.12,month_to_month,electronic_check,1,1
19,63.13,1199.47,one_year,credit_card,2,0
33,101.5,3349.5,two_year,electronic_check,2,1
12,52.08,624.96,month_to_month,bank_transfer,0,1
8,95.8,766.4,month_to_month,credit_card,1,1
62,113.95,7064.9,two_year,credit_card,1,0
27,86.09,2324.43,month_to_month,credit_card,3,1
43,63.17,2716.31,one_year,credit_card,2,0
38,94.78,3601.64,month_to_month,credit_card,3,0
53,65.79,3486.87,month_to_month,credit_card,2,1
54,61.44,3317.76,one_year,credit_card,1,0
22,72.53,1595.66,two_year,electronic_check,0,0
62,51.77,3209.74,month_to_month,credit_card,2,0
27,30.43,821.61,one_year,credit_card,1,0
61,61.49,3750.89,one_year,bank_transfer,5,0
30,32.39,971.7,month_to_month,credit_card,1,0
8,61.04,488.32,month_to_month,bank_transfer,1,1
55,75.69,4162.95,month_to_month,credit_card,1,0
3,113.07,339.21,month_to_month,bank_transfer,1,1
56,23.62,1322.72,one_year,bank_transfer,4,0
4,82.15,328.6,month_to_month,bank_transfer,2,1
15,65.77,986.55,month_to_month,bank_transfer,1,1
44,22.03,969.32,one_year,bank_transfer,1,0
68,44.95,3056.6,one_year,credit_card,0,0
30,31.85,955.5,one_year,credit_card,2,0
9,41.68,375.12,one_year,bank_transfer,0,0
17,47.46,806.82,month_to_month,credit_card,0,0
65,60.13,3908.45,one_year,credit_card,3,0
53,72.9,3863.7,month_to_month,bank_transfer,3,0
8,20.1,160.8,month_to_month,credit_card,2,1
28,36.19,1013.32,month_to_month,credit_card,0,0
20,29.36,587.2,one_year,bank_transfer,0,0
13,74.97,974.61,one_year,credit_card,2,1
61,52.91,3227.51,month_to_month,electronic_check,0,0
45,74.84,3367.8,two_year,electronic_check,3,1
13,42.18,548.34,two_year,electronic_check,4,1
47,22.42,1053.74,month_to_month,bank_transfer,2,1
30,114.14,3424.2,one_year,credit_card,2,0
5,30.83,154.15,month_to_month,bank_transfer,2,1
33,32.69,1078.77,two_year,bank_transfer,2,0
14,34.65,485.1,month_to_month,bank_transfer,0,0
18,118.13,2126.34,month_to_month,credit_card,3,0
64,81.77,5233.28,month_to_month,credit_card,2,0
52,81.03,4213.56,month_to_month,credit_card,2,0
10,118.67,1186.7,one_year,credit_card,0,0
62,28.84,1788.08,month_to_month,credit_card,0,1
42,117.45,4932.9,month_to_month,electronic_check,1,0
63,40.4,2545.2,one_year,credit_card,2,0
54,82.31,4444.74,two_year,bank_transfer,0,0
25,62.01,1550.25,one_year,electronic_check,1,0
39,58.4,2277.6,month_to_month,credit_card,1,0
39,113.12,4411.68,month_to_month,bank_transfer,1,1
52,34.92,1815.84,month_to_month,bank_transfer,0,0
18,119.71,2154.78,two_year,credit_card,1,0
24,57.91,1389.84,one_year,bank_transfer,1,0
18,84.88,1527.84,one_year,electronic_check,2,1
22,116.79,2569.38,two_year,electronic_check,1,0
12,25.76,309.12,month_to_month,electronic_check,1,1
3,112.29,336.87,one_year,electronic_check,1,1
68,76.78,5221.04,month_to_month,credit_card,3,0
6,90.44,542.64,month_to_month,electronic_check,3,1
64,34.92,2234.88,month_to_month,bank_transfer,0,0
1,73.34,73.34,month_to_month,bank_transfer,1,1
56,87.35,4891.6,two_year,electronic_check,2,0
24,65.62,1574.88,month_to_month,electronic_check,3,1
38,35.5,1349.0,two_year,electronic_check,0,0
21,44.41,932.61,one_year,credit_card,5,0
36,105.44,3795.84,one_year,bank_transfer,2,0
33,23.45,773.85,two_year,credit_card,0,0
39,90.89,3544.71,month_to_month,bank_transfer,2,0
29,119.94,3478.26,month_to_month,electronic_check,3,1
39,20.75,809.25,month_to_month,electronic_check,1,0
60,36.1,2166.0,month_to_month,bank_transfer,1,0
32,87.41,2797.12,two_year,bank_transfer,0,0
27,26.0,702.0,month_to_month,credit_card,0,1
10,78.98,789.8,month_to_month,credit_card,2,1
26,88.4,2298.4,month_to_month,credit_card,4,0
10,78.81,788.1,month_to_month,electronic_check,4,1
14,56.52,791.28,one_year,credit_card,2,0
69,89.73,6191.37,month_to_month,electronic_check,0,0
7,79.43,556.01,one_year,credit_card,0,1
35,40.76,1426.6,one_year,electronic_check,0,0
61,76.31,4654.91,one_year,bank_transfer,1,0
69,108.19,7465.11,month_to_month,bank_transfer,1,0
11,86.68,953.48,one_year,bank_transfer,1,1
12,67.18,806.16,month_to_month,electronic_check,2,1
27,52.16,1408.32,month_to_month,electronic_check,5,1
40,28.59,1143.6,one_year,bank_transfer,2,0
70,44.46,3112.2,one_year,credit_card,0,0
15,21.12,316.8,month_to_month,credit_card,0,1
12,118.66,1423.92,two_year,electronic_check,2,1
19,42.25,802.75,month_to_month,bank_transfer,1,1
63,101.49,6393.87,one_year,bank_transfer,1,0
3,36.86,110.58,two_year,bank_transfer,0,0
28,48.36,1354.08,one_year,credit_card,3,0
9,61.83,556.47,two_year,electronic_check,2,1
12,52.44,629.28,one_year,electronic_check,1,0
67,99.84,6689.28,one_year,electronic_check,1,0
1,115.77,115.77,one_year,electronic_check,1,1
24,107.53,2580.72,one_year,electronic_check,2,0
66,35.36,2333.76,month_to_month,bank_transfer,0,0
44,97.67,4297.48,one_year,electronic_check,1,1
6,34.79,208.74,month_to_month,credit_card,2,1
34,111.34,3785.56,two_year,bank_transfer,1,0
70,71.79,5025.3,month_to_month,electronic_check,1,0
29,53.64,1555.56,month_to_month,bank_transfer,3,0
39,35.7,1392.3,two_year,credit_card,4,1
39,21.18,826.02,month_to_month,bank_transfer,5,0
48,44.79,2149.92,month_to_month,credit_card,4,0
14,111.4,1559.6,one_year,electronic_check,1,0
61,99.73,6083.53,month_to_month,credit_card,4,1
72,116.98,8422.56,month_to_month,credit_card,0,0
11,30.08,330.88,month_to_month,bank_transfer,5,1
59,79.22,4673.98,month_to_month,credit_card,2,0
59,45.72,2697.48,month_to_month,credit_card,1,0
54,74.29,4011.66,month_to_month,bank_transfer,0,0
27,52.05,1405.35,month_to_month,bank_transfer,1,0
34,48.35,1643.9,month_to_month,credit_card,2,0
61,77.38,4720.18,month_to_month,bank_transfer,2,0
12,38.33,459.96,one_year,bank_transfer,4,0
60,66.91,4014.6,one_year,electronic_check,1,0
67,85.08,5700.36,month_to_month,credit_card,1,0
50,32.82,1641.0,month_to_month,credit_card,1,0
25,113.06,2826.5,two_year,electronic_check,1,1
41,70.57,2893.37,one_year,bank_transfer,1,0
4,101.95,407.8,month_to_month,credit_card,1,1
68,85.39,5806.52,month_to_month,electronic_check,1,0
25,91.0,2275.0,month_to_month,credit_card,2,0
5,91.61,458.05,two_year,electronic_check,1,0
58,107.51,6235.58,two_year,electronic_check,1,1
48,81.36,3905.28,two_year,electronic_check,2,1
45,47.82,2151.9,month_to_month,electronic_check,1,0
4,29.95,119.8,month_to_month,credit_card,0,0
55,80.63,4434.65,month_to_month,electronic_check,1,0
46,26.64,1225.44,month_to_month,credit_card,0,0
58,44.13,2559.54,month_to_month,bank_transfer,3,1
60,26.07,1564.2,one_year,bank_transfer,2,0
16,74.89,1198.24,month_to_month,credit_card,1,1
16,36.03,576.48,two_year,credit_card,2,0
67,81.04,5429.68,month_to_month,credit_card,1,0
39,99.09,3864.51,month_to_month,credit_card,0,0
32,102.19,3270.08,two_year,credit_card,1,0
21,50.95,1069.95,one_year,electronic_check,1,0
47,74.9,3520.3,month_to_month,bank_transfer,4,0
55,76.3,4196.5,one_year,electronic_check,1,0
1,67.29,67.29,month_to_month,electronic_check,1,1
40,85.51,3420.4,month_to_month,electronic_check,3,1
72,41.01,2952.72,month_to_month,credit_card,1,0
21,117.92,2476.32,month_to_month,electronic_check,1,1
21,29.81,626.01,one_year,electronic_check,3,1
69,78.79,5436.51,one_year,electronic_check,2,0
37,48.89,1808.93,two_year,bank_transfer,2,0
55,47.2,2596.0,one_year,electronic_check,1,0
41,29.23,1198.43,one_year,credit_card,4,0
13,34.93,454.09,month_to_month,electronic_check,3,1
37,95.68,3540.16,month_to_month,credit_card,0,1
68,78.43,5333.24,one_year,bank_transfer,1,0
70,57.73,4041.1,two_year,electronic_check,2,0
70,94.43,6610.1,one_year,credit_card,3,0
45,43.91,1975.95,month_to_month,bank_transfer,3,0
23,75.66,1740.18,month_to_month,electronic_check,1,1
41,80.62,3305.42,month_to_month,electronic_check,2,1
47,32.68,1535.96,one_year,electronic_check,1,0
21,112.99,2372.79,month_to_month,credit_card,2,0
70,53.48,3743.6,one_year,electronic_check,2,0
40,29.64,1185.6,month_to_month,electronic_check,1,0
26,39.22,1019.72,month_to_month,electronic_check,2,0
34,79.48,2702.32,two_year,credit_card,1,0
8,91.74,733.92,month_to_month,electronic_check,1,1
44,64.56,2840.64,one_year,credit_card,2,0
25,35.6,890.0,month_to_month,credit_card,2,0
67,91.59,6136.53,one_year,credit_card,4,0
22,96.69,2127.18,two_year,electronic_check,4,1
18,72.0,1296.0,month_to_month,credit_card,2,0
44,55.13,2425.72,one_year,credit_card,4,0
23,91.45,2103.35,month_to_month,bank_transfer,0,1
25,40.99,1024.75,month_to_month,electronic_check,0,1
29,28.95,839.55,month_to_month,electronic_check,2,1
50,61.0,3050.0,month_to_month,electronic_check,2,0
20,113.76,2275.2,one_year,electronic_check,0,0
66,43.32,2859.12,one_year,credit_card,2,0
26,39.81,1035.06,month_to_month,electronic_check,1,1
56,39.48,2210.88,month_to_month,credit_card,1,0
68,104.38,7097.84,one_year,credit_card,1,0
50,72.91,3645.5,two_year,bank_transfer,2,0
28,107.04,2997.12,month_to_month,credit_card,2,1
49,96.4,4723.6,month_to_month,electronic_check,2,0
56,64.85,3631.6,one_year,bank_transfer,2,0
55,96.54,5309.7,one_year,electronic_check,1,0
3,98.55,295.65,month_to_month,bank_transfer,1,1
7,106.96,748.72,one_year,credit_card,0,1
22,75.81,1667.82,two_year,electronic_check,0,1
26,102.41,2662.66,two_year,bank_transfer,0,0
51,75.54,3852.54,one_year,credit_card,0,0
7,55.48,388.36,two_year,bank_transfer,0,0
33,103.63,3419.79,month_to_month,bank_transfer,1,1
58,47.71,2767.18,month_to_month,bank_transfer,1,0
65,25.7,1670.5,one_year,electronic_check,4,0
5,65.73,328.65,month_to_month,credit_card,5,1
32,76.53,2448.96,one_year,bank_transfer,0,0
22,39.15,861.3,one_year,bank_transfer,2,0
45,106.06,4772.7,month_to_month,bank_transfer,1,0
60,56.09,3365.4,month_to_month,bank_transfer,0,0
43,51.2,2201.6,month_to_month,electronic_check,2,0
43,112.77,4849.11,month_to_month,credit_card,1,0
44,39.32,1730.08,two_year,credit_card,1,0
22,41.37,910.14,month_to_month,electronic_check,2,1
48,52.56,2522.88,two_year,bank_transfer,3,0
13,105.56,1372.28,one_year,credit_card,2,1
37,92.89,3436.93,month_to_month,electronic_check,1,1
66,106.38,7021.08,two_year,electronic_check,3,0
14,61.22,857.08,two_year,electronic_check,1,0
7,93.08,651.56,month_to_month,credit_card,0,1
5,63.67,318.35,month_to_month,electronic_check,1,1
3,45.49,136.47,one_year,credit_card,1,0
19,35.7,678.3,one_year,credit_card,2,0
21,113.68,2387.28,month_to_month,bank_transfer,4,1
7,85.29,597.03,one_year,bank_transfer,2,0
61,59.22,3612.42,month_to_month,electronic_check,1,0
9,29.35,264.15,one_year,credit_card,0,0
21,97.28,2042.88,month_to_month,credit_card,2,1
21,42.09,883.89,one_year,credit_card,3,1
41,80.29,3291.89,two_year,electronic_check,0,0
43,75.59,3250.37,one_year,bank_transfer,2,0
32,112.75,3608.0,month_to_month,electronic_check,2,1
25,108.87,2721.75,month_to_month,credit_card,0,1
48,117.46,5638.08,month_to_month,credit_card,6,1
57,78.19,4456.83,month_to_month,credit_card,1,0
34,88.65,3014.1,two_year,credit_card,2,0
70,34.27,2398.9,month_to_month,credit_card,0,0
56,87.86,4920.16,month_to_month,bank_transfer,0,0
24,108.78,2610.72,one_year,credit_card,3,1
70,21.83,1528.1,two_year,bank_transfer,2,0
18,87.9,1582.2,month_to_month,electronic_check,0,1
50,81.58,4079.0,month_to_month,electronic_check,2,0
50,108.52,5426.0,month_to_month,credit_card,3,0
23,105.12,2417.76,one_year,bank_transfer,0,0
42,71.46,3001.32,two_year,credit_card,1,0
25,55.95,1398.75,one_year,electronic_check,1,0
56,76.93,4308.08,one_year,electronic_check,0,0
22,93.1,2048.2,one_year,bank_transfer,2,0
45,73.71,3316.95,two_year,bank_transfer,2,0
37,104.13,3852.81,month_to_month,bank_transfer,1,0
21,56.54,1187.34,one_year,bank_transfer,2,0
65,97.9,6363.5,one_year,credit_card,1,0
66,66.82,4410.12,month_to_month,electronic_check,0,0
37,55.75,2062.75,two_year,credit_card,1,0
42,73.3,3078.6,month_to_month,credit_card,2,0
20,104.05,2081.0,one_year,credit_card,2,0
52,95.36,4958.72,month_to_month,electronic_check,0,0
61,74.15,4523.15,month_to_month,electronic_check,3,0
49,83.01,4067.49,month_to_month,electronic_check,2,1
32,27.67,885.44,one_year,bank_transfer,4,0
56,101.94,5708.64,month_to_month,electronic_check,3,0
25,116.51,2912.75,two_year,credit_card,3,1
55,105.79,5818.45,one_year,credit_card,0,0
13,109.43,1422.59,one_year,bank_transfer,3,1
30,42.68,1280.4,two_year,electronic_check,3,0
46,72.06,3314.76,two_year,bank_transfer,0,0
3,79.95,239.85,two_year,credit_card,2,1
54,97.11,5243.94,month_to_month,credit_card,0,0
35,118.32,4141.2,two_year,credit_card,1,0
37,76.49,2830.13,month_to_month,bank_transfer,2,0
65,46.76,3039.4,one_year,bank_transfer,3,0
23,116.25,2673.75,month_to_month,credit_card,1,1
11,50.26,552.86,month_to_month,bank_transfer,2,0
10,81.56,815.6,month_to_month,credit_card,1,1
57,85.27,4860.39,month_to_month,electronic_check,1,0
27,32.24,870.48,two_year,credit_card,0,0
48,117.12,5621.76,one_year,electronic_check,1,0
5,59.08,295.4,two_year,bank_transfer,2,0
51,64.88,3308.88,two_year,bank_transfer,0,0
63,28.27,1781.01,two_year,credit_card,2,0
16,25.3,404.8,one_year,bank_transfer,0,0
65,57.4,3731.0,month_to_month,electronic_check,0,0
6,115.54,693.24,month_to_month,bank_transfer,2,0
26,114.95,2988.7,month_to_month,electronic_check,1,1
20,62.29,1245.8,one_year,credit_card,0,0
21,111.1,2333.1,month_to_month,credit_card,1,1
45,81.61,3672.45,month_to_month,bank_transfer,2,1
55,84.99,4674.45,one_year,electronic_check,0,0
28,55.61,1557.08,month_to_month,credit_card,3,1
17,112.09,1905.53,two_year,bank_transfer,1,0
19,36.91,701.29,two_year,electronic_check,1,1
27,42.27,1141.29,month_to_month,credit_card,2,1
29,63.92,1853.68,one_year,bank_transfer,1,0
71,40.38,2866.98,one_year,credit_card,5,0
53,60.99,3232.47,one_year,credit_card,1,0
32,32.47,1039.04,month_to_month,bank_transfer,1,0
19,40.04,760.76,month_to_month,bank_transfer,1,1
1,65.98,65.98,two_year,bank_transfer,1,1
40,61.48,2459.2,month_to_month,credit_card,1,0
2,75.93,151.86,month_to_month,electronic_check,2,1
30,98.68,2960.4,two_year,bank_transfer,3,0
18,62.61,1126.98,one_year,bank_transfer,2,0
72,109.09,7854.48,one_year,bank_transfer,3,0
72,51.32,3695.04,two_year,electronic_check,2,0
62,91.67,5683.54,month_to_month,electronic_check,1,1
37,53.36,1974.32,one_year,bank_transfer,2,0
53,78.81,4176.93,month_to_month,credit_card,3,0
31,56.86,1762.66,one_year,electronic_check,2,1
40,119.9,4796.0,month_to_month,credit_card,1,0
8,23.53,188.24,month_to_month,electronic_check,1,1
29,58.1,1684.9,month_to_month,electronic_check,3,1
37,63.33,2343.21,month_to_month,credit_card,3,0
49,89.43,4382.07,two_year,bank_transfer,2,0
26,107.63,2798.38,two_year,electronic_check,3,1
61,117.44,7163.84,two_year,bank_transfer,3,0
23,75.99,1747.77,one_year,electronic_check,1,0
11,69.15,760.65,one_year,electronic_check,3,0
63,111.45,7021.35,month_to_month,electronic_check,3,0
3,86.01,258.03,month_to_month,electronic_check,0,1
29,44.55,1291.95,two_year,bank_transfer,1,0
34,115.0,3910.0,month_to_month,bank_transfer,1,1
1,57.63,57.63,one_year,electronic_check,0,1
20,61.57,1231.4,month_to_month,credit_card,1,0
60,102.1,6126.0,month_to_month,credit_card,0,0
64,29.55,1891.2,month_to_month,credit_card,1,0
30,119.65,3589.5,month_to_month,electronic_check,2,1
19,83.83,1592.77,two_year,bank_transfer,2,0
